CustomerKey,First trade,Last trade,Total volume,Number of trade,% bike,% clothing,% accessories
19058,30/12/2015,21/11/2016,"11069,17",5,"40,00%","0,00%","60,00%"
13407,30/12/2015,26/05/2016,"20182,2728",8,"37,50%","25,00%","37,50%"
12850,30/12/2015,01/11/2016,"10620,6484",4,"50,00%","0,00%","50,00%"
15959,30/12/2015,12/09/2016,"5466,94",4,"50,00%","0,00%","50,00%"
15729,30/12/2015,27/11/2016,"10607,9584",3,"66,67%","0,00%","33,33%"
15786,30/12/2015,15/11/2016,"10513,3628",3,"66,67%","0,00%","33,33%"
16156,30/12/2015,17/11/2016,"17376,3528",2,"100,00%","0,00%","0,00%"
24602,30/12/2015,21/12/2016,"15530,21",2,"100,00%","0,00%","0,00%"
27873,01/01/2016,01/01/2016,"1249,84",2,"50,00%","0,00%","50,00%"
22430,01/01/2016,01/01/2016,"2638,94",4,"25,00%","0,00%","75,00%"
20662,01/01/2016,01/01/2016,"1750,98",2,"50,00%","50,00%","0,00%"
27767,01/01/2016,01/01/2016,"776,33",3,"33,33%","0,00%","66,67%"
24339,01/01/2016,01/01/2016,"2384,07",1,"100,00%","0,00%","0,00%"
22261,01/01/2016,01/01/2016,"561,48",2,"50,00%","0,00%","50,00%"
11020,02/01/2016,02/01/2016,"2316,97",2,"50,00%","0,00%","50,00%"
11089,02/01/2016,21/11/2016,"3188,28",7,"28,57%","28,57%","42,86%"
21440,02/01/2016,02/01/2016,"562,96",4,"25,00%","25,00%","50,00%"
22687,02/01/2016,02/01/2016,"1155,48",2,"50,00%","0,00%","50,00%"
27820,02/01/2016,02/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
26864,02/01/2016,02/01/2016,"1268,84",2,"50,00%","50,00%","0,00%"
23234,03/01/2016,03/01/2016,"2478,34",2,"50,00%","0,00%","50,00%"
28202,03/01/2016,03/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
25086,03/01/2016,03/01/2016,"1308,31",5,"20,00%","20,00%","60,00%"
21575,03/01/2016,03/01/2016,"548,98",2,"50,00%","0,00%","50,00%"
25641,03/01/2016,03/01/2016,"561,48",2,"50,00%","0,00%","50,00%"
26826,03/01/2016,03/01/2016,"1237,82",4,"25,00%","25,00%","50,00%"
22822,04/01/2016,04/01/2016,"2475,95",2,"50,00%","0,00%","50,00%"
25793,04/01/2016,04/01/2016,"2479,94",3,"33,33%","0,00%","66,67%"
20038,04/01/2016,04/01/2016,"2443,35",1,"100,00%","0,00%","0,00%"
28204,04/01/2016,04/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
21600,04/01/2016,04/01/2016,"563,77",3,"33,33%","0,00%","66,67%"
19225,04/01/2016,04/01/2016,"1218,98",3,"33,33%","33,33%","33,33%"
25609,04/01/2016,04/01/2016,"565,47",3,"33,33%","0,00%","66,67%"
29355,04/01/2016,04/01/2016,"567,76",4,"25,00%","0,00%","75,00%"
25625,04/01/2016,04/01/2016,"2433,04",4,"25,00%","0,00%","75,00%"
20180,05/01/2016,05/01/2016,"2487,89",4,"25,00%","0,00%","75,00%"
19167,05/01/2016,05/01/2016,"1120,49",1,"100,00%","0,00%","0,00%"
18544,05/01/2016,05/01/2016,"1155,48",2,"50,00%","0,00%","50,00%"
25618,05/01/2016,05/01/2016,"2398,05",3,"33,33%","0,00%","66,67%"
11264,06/01/2016,02/12/2016,"5558,22",8,"25,00%","37,50%","37,50%"
28136,06/01/2016,06/01/2016,"4768,14",1,"100,00%","0,00%","0,00%"
25779,07/01/2016,07/01/2016,"9919,76",3,"33,33%","0,00%","66,67%"
11265,07/01/2016,07/01/2016,"9407,84",3,"33,33%","0,00%","66,67%"
11136,07/01/2016,07/01/2016,"9521,88",3,"33,33%","33,33%","33,33%"
27766,07/01/2016,07/01/2016,"3309,32",3,"33,33%","33,33%","33,33%"
22667,07/01/2016,07/01/2016,"4681,92",2,"50,00%","50,00%","0,00%"
24883,08/01/2016,08/01/2016,"2487,33",3,"33,33%","33,33%","33,33%"
11084,08/01/2016,24/11/2016,"5347,6",5,"40,00%","0,00%","60,00%"
24425,08/01/2016,08/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
29356,08/01/2016,08/01/2016,"628,97",4,"25,00%","25,00%","50,00%"
27949,08/01/2016,08/01/2016,"553,97",3,"33,33%","0,00%","66,67%"
18958,09/01/2016,09/01/2016,"565,21",5,"20,00%","0,00%","80,00%"
11328,09/01/2016,09/04/2016,"4718,04",4,"50,00%","0,00%","50,00%"
28207,09/01/2016,09/01/2016,"2461,55",4,"25,00%","25,00%","50,00%"
28203,09/01/2016,09/01/2016,"2384,07",1,"100,00%","0,00%","0,00%"
26994,09/01/2016,09/01/2016,"1134,47",3,"33,33%","0,00%","66,67%"
22432,09/01/2016,09/01/2016,"578,46",4,"25,00%","25,00%","50,00%"
24061,09/01/2016,09/01/2016,"2413,06",2,"50,00%","0,00%","50,00%"
11155,10/01/2016,10/01/2016,"2319,99",1,"100,00%","0,00%","0,00%"
11083,10/01/2016,11/11/2016,"3137,32",5,"40,00%","0,00%","60,00%"
25723,10/01/2016,10/01/2016,"777,34",2,"50,00%","0,00%","50,00%"
27745,10/01/2016,10/01/2016,"617,47",4,"25,00%","25,00%","50,00%"
24403,10/01/2016,10/01/2016,"2393,06",2,"50,00%","50,00%","0,00%"
21439,10/01/2016,10/01/2016,"539,99",1,"100,00%","0,00%","0,00%"
22631,10/01/2016,10/01/2016,"1149,47",3,"33,33%","0,00%","66,67%"
21004,10/01/2016,10/01/2016,"561,48",2,"50,00%","0,00%","50,00%"
16793,11/01/2016,11/01/2016,"1788,95",5,"20,00%","40,00%","40,00%"
11062,11/01/2016,11/01/2016,"2351,96",3,"33,33%","0,00%","66,67%"
11167,11/01/2016,30/11/2016,"5515,35",4,"50,00%","25,00%","25,00%"
25092,11/01/2016,11/01/2016,"1257,82",4,"25,00%","25,00%","50,00%"
22260,11/01/2016,11/01/2016,"563,77",3,"33,33%","0,00%","66,67%"
19393,11/01/2016,11/01/2016,"1134,47",3,"33,33%","0,00%","66,67%"
22415,11/01/2016,11/01/2016,"615,47",3,"33,33%","33,33%","33,33%"
25795,12/01/2016,12/01/2016,"2482,23",4,"25,00%","0,00%","75,00%"
16797,12/01/2016,12/01/2016,"1732,26",4,"25,00%","0,00%","75,00%"
11156,12/01/2016,12/01/2016,"2389,97",4,"25,00%","0,00%","75,00%"
24434,12/01/2016,12/01/2016,"2398,05",3,"33,33%","0,00%","66,67%"
24417,12/01/2016,12/01/2016,"2467,02",6,"16,67%","0,00%","83,33%"
22259,12/01/2016,12/01/2016,"562,96",4,"25,00%","25,00%","50,00%"
26995,12/01/2016,12/01/2016,"1145,48",2,"50,00%","0,00%","50,00%"
22414,12/01/2016,12/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
11152,13/01/2016,13/01/2016,"4589,98",1,"100,00%","0,00%","0,00%"
25722,13/01/2016,13/01/2016,"1554,68",2,"50,00%","0,00%","50,00%"
25611,13/01/2016,13/01/2016,"1128,96",2,"50,00%","50,00%","0,00%"
20181,14/01/2016,14/01/2016,"9773,4",1,"100,00%","0,00%","0,00%"
11835,14/01/2016,19/05/2016,"11730,08",7,"28,57%","0,00%","71,43%"
11154,14/01/2016,14/01/2016,"9279,96",1,"100,00%","0,00%","0,00%"
21465,14/01/2016,14/01/2016,"2299,92",2,"50,00%","0,00%","50,00%"
21469,14/01/2016,14/01/2016,"2355,84",4,"25,00%","0,00%","75,00%"
21438,14/01/2016,14/01/2016,"2245,92",2,"50,00%","0,00%","50,00%"
22613,14/01/2016,14/01/2016,"4733,88",3,"33,33%","66,67%","0,00%"
22312,15/01/2016,15/01/2016,"2478,24",3,"33,33%","0,00%","66,67%"
15549,15/01/2016,15/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
16231,15/01/2016,15/01/2016,"2525,94",3,"33,33%","33,33%","33,33%"
29042,15/01/2016,15/01/2016,"2420,34",4,"25,00%","0,00%","75,00%"
19171,15/01/2016,15/01/2016,"1174,48",2,"50,00%","50,00%","0,00%"
11316,16/01/2016,16/01/2016,"2349,98",2,"50,00%","0,00%","50,00%"
11063,16/01/2016,16/01/2016,"2372,95",5,"20,00%","40,00%","40,00%"
23688,16/01/2016,16/01/2016,"1214,85",1,"100,00%","0,00%","0,00%"
24413,16/01/2016,16/01/2016,"2407,04",4,"25,00%","25,00%","50,00%"
16218,16/01/2016,16/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
21488,16/01/2016,16/01/2016,"638,95",5,"20,00%","20,00%","60,00%"
19212,16/01/2016,16/01/2016,"1174,48",2,"50,00%","50,00%","0,00%"
21017,16/01/2016,16/01/2016,"578,46",4,"25,00%","25,00%","50,00%"
11739,17/01/2016,18/04/2016,"4758,03",6,"33,33%","0,00%","66,67%"
11088,17/01/2016,15/11/2016,"3176,78",7,"28,57%","28,57%","42,86%"
25088,17/01/2016,17/01/2016,"1249,84",2,"50,00%","0,00%","50,00%"
19159,17/01/2016,17/01/2016,"1120,49",1,"100,00%","0,00%","0,00%"
22254,17/01/2016,17/01/2016,"553,97",3,"33,33%","0,00%","66,67%"
25605,17/01/2016,17/01/2016,"600,46",4,"25,00%","0,00%","75,00%"
26831,17/01/2016,17/01/2016,"1264,84",2,"50,00%","50,00%","0,00%"
23607,18/01/2016,18/01/2016,"2451,3",2,"50,00%","0,00%","50,00%"
22828,18/01/2016,18/01/2016,"2451,3",2,"50,00%","0,00%","50,00%"
16803,18/01/2016,18/01/2016,"1759,97",3,"33,33%","66,67%","0,00%"
16807,18/01/2016,18/01/2016,"1728,27",3,"33,33%","0,00%","66,67%"
11041,18/01/2016,18/01/2016,"2380,47",3,"33,33%","33,33%","33,33%"
21300,18/01/2016,18/01/2016,"1120,49",1,"100,00%","0,00%","0,00%"
27819,18/01/2016,18/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
16794,19/01/2016,19/01/2016,"1785,97",3,"33,33%","33,33%","33,33%"
16804,19/01/2016,19/01/2016,"1728,27",3,"33,33%","0,00%","66,67%"
16805,19/01/2016,19/01/2016,"1768,96",4,"25,00%","25,00%","50,00%"
11168,19/01/2016,19/11/2016,"3136,59",7,"28,57%","0,00%","71,43%"
19202,19/01/2016,19/01/2016,"1170,48",2,"50,00%","50,00%","0,00%"
22436,19/01/2016,19/01/2016,"607,96",4,"25,00%","25,00%","50,00%"
28694,19/01/2016,19/01/2016,"2393,06",2,"50,00%","50,00%","0,00%"
23606,20/01/2016,20/01/2016,"5086,88",4,"25,00%","25,00%","50,00%"
16798,20/01/2016,20/01/2016,"3529,92",4,"25,00%","0,00%","75,00%"
20036,20/01/2016,20/01/2016,"5237,24",5,"20,00%","0,00%","80,00%"
29043,20/01/2016,20/01/2016,"4894,1",3,"33,33%","66,67%","0,00%"
21487,20/01/2016,20/01/2016,"1097,96",2,"50,00%","0,00%","50,00%"
19170,20/01/2016,20/01/2016,"2303,52",4,"25,00%","0,00%","75,00%"
19198,20/01/2016,20/01/2016,"2310,96",2,"50,00%","0,00%","50,00%"
22668,20/01/2016,20/01/2016,"2348,96",2,"50,00%","50,00%","0,00%"
21014,20/01/2016,20/01/2016,"1215,92",4,"25,00%","25,00%","50,00%"
26862,20/01/2016,20/01/2016,"2499,68",2,"50,00%","0,00%","50,00%"
16792,21/01/2016,21/01/2016,"6943,92",2,"50,00%","0,00%","50,00%"
11053,21/01/2016,21/01/2016,"9319,92",2,"50,00%","0,00%","50,00%"
22273,21/01/2016,21/01/2016,"2299,92",2,"50,00%","0,00%","50,00%"
22393,21/01/2016,21/01/2016,"2355,84",4,"25,00%","0,00%","75,00%"
20039,22/01/2016,22/01/2016,"2457,33",3,"33,33%","0,00%","66,67%"
16132,22/01/2016,22/01/2016,"2459,62",4,"25,00%","0,00%","75,00%"
14078,22/01/2016,22/01/2016,"839,48",2,"50,00%","50,00%","0,00%"
11015,22/01/2016,22/01/2016,"2500,97",3,"33,33%","0,00%","66,67%"
24427,22/01/2016,22/01/2016,"2400,34",4,"25,00%","0,00%","75,00%"
21470,22/01/2016,22/01/2016,"562,96",4,"25,00%","25,00%","50,00%"
27799,22/01/2016,22/01/2016,"1174,48",2,"50,00%","50,00%","0,00%"
22614,22/01/2016,22/01/2016,"1155,48",2,"50,00%","0,00%","50,00%"
20977,22/01/2016,22/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
22808,23/01/2016,23/01/2016,"2478,34",2,"50,00%","0,00%","50,00%"
11158,23/01/2016,23/01/2016,"2395,96",3,"33,33%","33,33%","33,33%"
28201,23/01/2016,23/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
21597,23/01/2016,23/01/2016,"561,48",2,"50,00%","0,00%","50,00%"
19160,23/01/2016,23/01/2016,"1183,47",3,"33,33%","66,67%","0,00%"
19213,23/01/2016,23/01/2016,"1155,48",2,"50,00%","0,00%","50,00%"
22630,23/01/2016,23/01/2016,"1164,47",3,"33,33%","33,33%","33,33%"
22669,23/01/2016,23/01/2016,"1120,49",1,"100,00%","0,00%","0,00%"
26381,24/01/2016,24/01/2016,"2520,83",4,"25,00%","25,00%","50,00%"
21858,24/01/2016,24/01/2016,"2492,32",4,"25,00%","0,00%","75,00%"
11037,24/01/2016,24/01/2016,"2374,23",7,"14,29%","0,00%","85,71%"
11022,24/01/2016,24/01/2016,"2322,28",2,"50,00%","0,00%","50,00%"
27765,24/01/2016,24/01/2016,"742,35",1,"100,00%","0,00%","0,00%"
25085,24/01/2016,24/01/2016,"1228,83",3,"33,33%","0,00%","66,67%"
24414,24/01/2016,24/01/2016,"2398,05",3,"33,33%","0,00%","66,67%"
21448,24/01/2016,24/01/2016,"564,48",2,"50,00%","50,00%","0,00%"
22459,24/01/2016,24/01/2016,"539,99",1,"100,00%","0,00%","0,00%"
23759,25/01/2016,25/01/2016,"2475,95",2,"50,00%","0,00%","50,00%"
22323,25/01/2016,25/01/2016,"2443,35",1,"100,00%","0,00%","0,00%"
11042,25/01/2016,19/10/2016,"5489,35",3,"66,67%","33,33%","0,00%"
27744,25/01/2016,25/01/2016,"643,95",5,"20,00%","40,00%","40,00%"
16015,25/01/2016,25/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
22274,25/01/2016,25/01/2016,"574,98",2,"50,00%","0,00%","50,00%"
19240,25/01/2016,25/01/2016,"1155,48",2,"50,00%","0,00%","50,00%"
25780,26/01/2016,26/01/2016,"2479,94",3,"33,33%","0,00%","66,67%"
25769,26/01/2016,26/01/2016,"2514,93",4,"25,00%","0,00%","75,00%"
11082,26/01/2016,09/11/2016,"3891,63",6,"33,33%","16,67%","50,00%"
11036,26/01/2016,26/01/2016,"2354,98",2,"50,00%","0,00%","50,00%"
25087,26/01/2016,26/01/2016,"1249,84",2,"50,00%","0,00%","50,00%"
24404,26/01/2016,26/01/2016,"2384,07",1,"100,00%","0,00%","0,00%"
24405,26/01/2016,26/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
22262,26/01/2016,26/01/2016,"539,99",1,"100,00%","0,00%","0,00%"
25608,26/01/2016,26/01/2016,"539,99",1,"100,00%","0,00%","0,00%"
29401,26/01/2016,26/01/2016,"1223,84",2,"50,00%","50,00%","0,00%"
16799,27/01/2016,27/01/2016,"3401,98",1,"100,00%","0,00%","0,00%"
11021,27/01/2016,27/01/2016,"4743,92",3,"33,33%","0,00%","66,67%"
16098,27/01/2016,17/08/2016,"3857,62",7,"28,57%","0,00%","71,43%"
24420,27/01/2016,27/01/2016,"4786,12",2,"50,00%","50,00%","0,00%"
21466,27/01/2016,27/01/2016,"1112,52",4,"25,00%","0,00%","75,00%"
22441,27/01/2016,27/01/2016,"1195,9",5,"20,00%","20,00%","60,00%"
22445,28/01/2016,28/01/2016,"9960,72",5,"20,00%","0,00%","80,00%"
21857,28/01/2016,28/01/2016,"9949,32",3,"33,33%","33,33%","33,33%"
18957,28/01/2016,28/01/2016,"2357,04",3,"33,33%","0,00%","66,67%"
28206,28/01/2016,28/01/2016,"9592,2",3,"33,33%","0,00%","66,67%"
19199,28/01/2016,28/01/2016,"4537,88",3,"33,33%","0,00%","66,67%"
19211,28/01/2016,28/01/2016,"4481,96",1,"100,00%","0,00%","0,00%"
24102,29/01/2016,29/01/2016,"1779,47",3,"33,33%","66,67%","0,00%"
11064,29/01/2016,29/01/2016,"2304,98",2,"50,00%","0,00%","50,00%"
11144,29/01/2016,29/01/2016,"2399,97",3,"33,33%","33,33%","33,33%"
11145,29/01/2016,29/01/2016,"2309,97",3,"33,33%","0,00%","66,67%"
29137,29/01/2016,29/01/2016,"2419,06",2,"50,00%","0,00%","50,00%"
24433,29/01/2016,29/01/2016,"2442,54",4,"25,00%","25,00%","50,00%"
21576,29/01/2016,29/01/2016,"548,98",2,"50,00%","0,00%","50,00%"
19169,29/01/2016,29/01/2016,"1170,48",2,"50,00%","50,00%","0,00%"
26382,30/01/2016,30/01/2016,"2443,35",1,"100,00%","0,00%","0,00%"
24421,30/01/2016,30/01/2016,"2447,05",3,"33,33%","66,67%","0,00%"
22398,30/01/2016,30/01/2016,"539,99",1,"100,00%","0,00%","0,00%"
23597,31/01/2016,31/01/2016,"2482,23",4,"25,00%","0,00%","75,00%"
20037,31/01/2016,31/01/2016,"2595,95",3,"33,33%","0,00%","66,67%"
19201,31/01/2016,31/01/2016,"1120,49",1,"100,00%","0,00%","0,00%"
21013,31/01/2016,31/01/2016,"548,98",2,"50,00%","0,00%","50,00%"
26825,31/01/2016,31/01/2016,"1228,83",3,"33,33%","0,00%","66,67%"
28788,01/02/2016,01/02/2016,"8,99",1,"0,00%","100,00%","0,00%"
12204,01/02/2016,24/06/2016,"119,93",7,"0,00%","14,29%","85,71%"
21407,01/02/2016,01/02/2016,"42,28",3,"0,00%","0,00%","100,00%"
27688,01/02/2016,01/02/2016,"166,28",3,"0,00%","0,00%","100,00%"
15138,01/02/2016,28/10/2016,"123,45",5,"0,00%","20,00%","80,00%"
16338,01/02/2016,01/05/2016,"169,43",6,"0,00%","33,33%","66,67%"
15640,01/02/2016,02/05/2016,"66,85",3,"0,00%","0,00%","100,00%"
18293,01/02/2016,04/02/2016,"290,09",5,"0,00%","0,00%","100,00%"
11530,01/02/2016,12/10/2016,"980,37",25,"0,00%","28,00%","72,00%"
29079,01/02/2016,01/02/2016,"102,48",3,"0,00%","33,33%","66,67%"
27659,01/02/2016,01/02/2016,"75,48",2,"0,00%","50,00%","50,00%"
15571,01/02/2016,06/10/2016,"101,85",5,"0,00%","0,00%","100,00%"
24940,01/02/2016,01/02/2016,"34,89",2,"0,00%","0,00%","100,00%"
24293,01/02/2016,01/02/2016,"34,89",2,"0,00%","0,00%","100,00%"
23556,01/02/2016,01/02/2016,"29,99",1,"0,00%","0,00%","100,00%"
14567,01/02/2016,08/12/2016,"161,28",10,"0,00%","10,00%","90,00%"
24994,01/02/2016,01/02/2016,"34,89",2,"0,00%","0,00%","100,00%"
15856,01/02/2016,18/04/2016,"116,25",5,"0,00%","40,00%","60,00%"
13199,01/02/2016,09/10/2016,"147,47",8,"0,00%","0,00%","100,00%"
15507,01/02/2016,30/07/2016,"427,83",9,"0,00%","11,11%","88,89%"
16982,01/02/2016,01/02/2016,"89,97",3,"0,00%","33,33%","66,67%"
14870,01/02/2016,01/02/2016,"85,95",4,"0,00%","50,00%","50,00%"
15703,01/02/2016,01/02/2016,"74,98",3,"0,00%","0,00%","100,00%"
13571,01/02/2016,01/02/2016,"144,47",3,"0,00%","100,00%","0,00%"
19344,01/02/2016,01/02/2016,"186,28",3,"0,00%","0,00%","100,00%"
14204,01/02/2016,01/02/2016,"71,58",3,"0,00%","0,00%","100,00%"
23941,01/02/2016,01/02/2016,"38,98",2,"0,00%","0,00%","100,00%"
23962,01/02/2016,01/02/2016,"28,99",1,"0,00%","0,00%","100,00%"
16192,01/02/2016,30/04/2016,"101,45",4,"0,00%","50,00%","50,00%"
12392,01/02/2016,16/03/2016,"75,47",3,"0,00%","33,33%","66,67%"
11566,01/02/2016,07/12/2016,"1467,71",55,"0,00%","12,73%","87,27%"
14079,01/02/2016,05/12/2016,"184,74",8,"0,00%","12,50%","87,50%"
11746,01/02/2016,12/11/2016,"77,27",4,"0,00%","0,00%","100,00%"
13015,01/02/2016,09/05/2016,275,2,"0,00%","0,00%","100,00%"
14329,01/02/2016,01/02/2016,"91,95",4,"0,00%","0,00%","100,00%"
20200,01/02/2016,01/02/2016,"2479,94",3,"33,33%","0,00%","66,67%"
11693,01/02/2016,01/02/2016,"2294,99",1,"100,00%","0,00%","0,00%"
28311,01/02/2016,01/02/2016,"2393,06",2,"50,00%","0,00%","50,00%"
22330,01/02/2016,01/02/2016,"608,96",4,"25,00%","0,00%","75,00%"
22284,01/02/2016,01/02/2016,"600,46",4,"25,00%","0,00%","75,00%"
19413,01/02/2016,01/02/2016,"1145,48",2,"50,00%","0,00%","50,00%"
28607,02/02/2016,02/02/2016,"7,95",1,"0,00%","0,00%","100,00%"
11091,02/02/2016,23/12/2016,"1559,73",56,"0,00%","16,07%","83,93%"
14557,02/02/2016,02/02/2016,"63,97",3,"0,00%","0,00%","100,00%"
25811,02/02/2016,02/02/2016,"86,45",4,"0,00%","25,00%","75,00%"
29307,02/02/2016,02/02/2016,"14,98",2,"0,00%","0,00%","100,00%"
17062,02/02/2016,11/03/2016,"91,26",4,"0,00%","25,00%","75,00%"
15766,02/02/2016,22/06/2016,"144,11",3,"0,00%","0,00%","100,00%"
13615,02/02/2016,25/10/2016,"443,83",5,"0,00%","40,00%","60,00%"
12098,02/02/2016,13/12/2016,"158,95",4,"0,00%","25,00%","75,00%"
11276,02/02/2016,26/12/2016,"1017,35",48,"0,00%","8,33%","91,67%"
28237,02/02/2016,02/02/2016,"33,43",3,"0,00%","0,00%","100,00%"
26584,02/02/2016,02/02/2016,"33,98",2,"0,00%","0,00%","100,00%"
11287,02/02/2016,04/12/2016,"1086,06",54,"0,00%","12,96%","87,04%"
17374,02/02/2016,12/07/2016,"402,3",12,"0,00%","8,33%","91,67%"
24741,02/02/2016,02/02/2016,"32,6",1,"0,00%","0,00%","100,00%"
23670,02/02/2016,02/02/2016,"42,93",3,"0,00%","0,00%","100,00%"
14291,02/02/2016,17/08/2016,"258,44",8,"0,00%","25,00%","75,00%"
20537,02/02/2016,02/02/2016,"23,97",3,"0,00%","33,33%","66,67%"
11223,02/02/2016,14/12/2016,"1673,18",54,"0,00%","12,96%","87,04%"
12077,02/02/2016,31/07/2016,"159,66",8,"0,00%","12,50%","87,50%"
18454,02/02/2016,02/02/2016,"68,49",2,"0,00%","50,00%","50,00%"
18835,02/02/2016,02/02/2016,"78,98",2,"0,00%","100,00%","0,00%"
12054,02/02/2016,19/12/2016,"447,47",11,"0,00%","0,00%","100,00%"
16781,02/02/2016,02/02/2016,"64,47",3,"0,00%","33,33%","66,67%"
15319,02/02/2016,02/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
16041,02/02/2016,02/02/2016,"64,97",3,"0,00%","0,00%","100,00%"
22818,02/02/2016,02/02/2016,"56,96",3,"0,00%","0,00%","100,00%"
24839,02/02/2016,02/02/2016,"33,43",3,"0,00%","0,00%","100,00%"
24094,02/02/2016,02/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
25310,02/02/2016,02/02/2016,"60,47",3,"0,00%","0,00%","100,00%"
20958,02/02/2016,02/02/2016,"68,49",2,"0,00%","50,00%","50,00%"
13582,02/02/2016,29/08/2016,"86,95",4,"0,00%","25,00%","75,00%"
29393,02/02/2016,02/02/2016,"23,78",2,"0,00%","0,00%","100,00%"
12061,02/02/2016,01/10/2016,"251,98",10,"0,00%","0,00%","100,00%"
20183,02/02/2016,02/02/2016,"2451,3",2,"50,00%","0,00%","50,00%"
16491,02/02/2016,17/08/2016,"3106,33",4,"50,00%","25,00%","25,00%"
24063,02/02/2016,02/02/2016,"2433,04",4,"25,00%","0,00%","75,00%"
13171,03/02/2016,08/06/2016,"527,88",3,"0,00%","33,33%","66,67%"
14052,03/02/2016,07/06/2016,"172,52",4,"0,00%","50,00%","50,00%"
17305,03/02/2016,03/02/2016,"393,94",4,"0,00%","25,00%","75,00%"
16609,03/02/2016,05/04/2016,"688,08",9,"0,00%","11,11%","88,89%"
21176,03/02/2016,03/02/2016,70,1,"0,00%","0,00%","100,00%"
22846,03/02/2016,03/02/2016,"149,96",3,"0,00%","0,00%","100,00%"
15136,03/02/2016,11/09/2016,"97,26",3,"0,00%","0,00%","100,00%"
11763,03/02/2016,15/11/2016,"115,37",7,"0,00%","14,29%","85,71%"
17074,03/02/2016,27/06/2016,"149,23",5,"0,00%","40,00%","60,00%"
18191,03/02/2016,11/11/2016,"103,46",3,"0,00%","66,67%","33,33%"
19969,03/02/2016,08/06/2016,"257,86",5,"0,00%","40,00%","60,00%"
11502,03/02/2016,24/11/2016,"1255,62",32,"0,00%","31,25%","68,75%"
11673,03/02/2016,04/03/2016,"245,94",6,"0,00%","50,00%","50,00%"
28274,03/02/2016,03/02/2016,"9,98",1,"0,00%","0,00%","100,00%"
11641,03/02/2016,19/08/2016,"324,69",11,"0,00%","27,27%","72,73%"
18329,03/02/2016,26/10/2016,"538,56",7,"0,00%","14,29%","85,71%"
27066,03/02/2016,03/02/2016,"67,96",2,"0,00%","0,00%","100,00%"
15478,03/02/2016,24/08/2016,"221,71",9,"0,00%","11,11%","88,89%"
16097,03/02/2016,18/07/2016,"170,51",5,"0,00%","0,00%","100,00%"
13491,03/02/2016,01/09/2016,"189,88",4,"0,00%","0,00%","100,00%"
21918,03/02/2016,03/02/2016,"137,94",3,"0,00%","33,33%","66,67%"
12165,03/02/2016,06/07/2016,"440,11",13,"0,00%","15,38%","84,62%"
11212,03/02/2016,15/12/2016,"908,19",29,"0,00%","27,59%","72,41%"
18987,03/02/2016,03/02/2016,"239,96",2,"0,00%","100,00%","0,00%"
27502,03/02/2016,03/02/2016,"139,98",1,"0,00%","100,00%","0,00%"
16334,03/02/2016,03/02/2016,"169,84",3,"0,00%","0,00%","100,00%"
16227,03/02/2016,03/02/2016,"161,92",3,"0,00%","66,67%","33,33%"
14245,03/02/2016,03/02/2016,"113,94",2,"0,00%","0,00%","100,00%"
18174,03/02/2016,03/02/2016,"14,56",2,"0,00%","0,00%","100,00%"
17882,03/02/2016,03/02/2016,"64,54",3,"0,00%","0,00%","100,00%"
25799,03/02/2016,03/02/2016,"27,96",2,"0,00%","50,00%","50,00%"
27942,03/02/2016,03/02/2016,"58,96",2,"0,00%","50,00%","50,00%"
13574,03/02/2016,03/02/2016,"79,96",2,"0,00%","0,00%","100,00%"
11632,03/02/2016,25/12/2016,"1421,33",31,"0,00%","12,90%","87,10%"
20204,03/02/2016,03/02/2016,"4951,9",2,"50,00%","0,00%","50,00%"
22282,03/02/2016,03/02/2016,"1149,96",2,"50,00%","0,00%","50,00%"
19403,03/02/2016,03/02/2016,"2310,96",2,"50,00%","0,00%","50,00%"
11500,04/02/2016,29/12/2016,1262,29,"0,00%","27,59%","72,41%"
19087,04/02/2016,10/02/2016,"168,32",5,"0,00%","0,00%","100,00%"
29287,04/02/2016,04/02/2016,"19,96",1,"0,00%","0,00%","100,00%"
27981,04/02/2016,04/02/2016,"159,92",2,"0,00%","0,00%","100,00%"
26132,04/02/2016,04/02/2016,"159,92",2,"0,00%","0,00%","100,00%"
24494,04/02/2016,04/02/2016,"39,96",1,"0,00%","0,00%","100,00%"
11125,04/02/2016,04/07/2016,"175,28",7,"0,00%","14,29%","85,71%"
19088,04/02/2016,08/11/2016,"31,14",2,"0,00%","0,00%","100,00%"
14091,04/02/2016,06/08/2016,"413,17",11,"0,00%","18,18%","81,82%"
11300,04/02/2016,21/12/2016,"2564,7",64,"0,00%","14,06%","85,94%"
25337,04/02/2016,04/02/2016,"119,92",2,"0,00%","0,00%","100,00%"
